cmlr,cmlr_video_seg24s/s6/20100814/section_2_000.03_001.53.mp4,36, 3255 640 439 1025 2964 866
cmlr,cmlr_video_seg24s/s9/20160823/section_4_004.96_006.69.mp4,42, 34 62 10 2427 2778 780 2008 2069 347 2788
cmlr,cmlr_video_seg24s/s5/20180319/section_5_000.36_003.54.mp4,78, 699 2964 1373 1391 108 3151 1605 1373 1016 2215
cmlr,cmlr_video_seg24s/s1/20170720/section_4_016.05_018.35.mp4,56, 145 1095 276 1668 1448 1397 1410 1337 555
cmlr,cmlr_video_seg24s/s9/20130719/section_2_000.71_002.14.mp4,35, 2338 591 349 3178 1177 282
cmlr,cmlr_video_seg24s/s4/20111110/section_6_013.38_014.92.mp4,38, 2218 798 1187 2852 2415 1095 2353
cmlr,cmlr_video_seg24s/s8/20170725/section_4_005.29_007.69.mp4,59, 2980 125 471 104 165 1884 1033 2305 2398 126
cmlr,cmlr_video_seg24s/s11/20151014/section_2_058.78_060.12.mp4,33, 2746 2769 243 979 437 2687
cmlr,cmlr_video_seg24s/s7/20151202/section_4_029.27_030.61.mp4,33, 1689 3063 584 603 324 800
cmlr,cmlr_video_seg24s/s11/20160518/section_2_058.41_060.31.mp4,46, 2718 2230 299 347 2352 834 473
cmlr,cmlr_video_seg24s/s3/20110318/section_3_040.69_043.19.mp4,61, 96 685 3287 230 248 1689 2069 1408 1529 3316 643
cmlr,cmlr_video_seg24s/s5/20130128/section_2_024.42_027.11.mp4,66, 1723 2843 42 3268 349 1034 1936 327
cmlr,cmlr_video_seg24s/s4/20110314/section_4_006.67_008.68.mp4,50, 430 348 24 129 2069 108 2687 734 498 2687 2165
cmlr,cmlr_video_seg24s/s11/20160926/section_6_003.77_005.74.mp4,48, 1265 3239 591 433 2395 591 760 150 1195 3009
cmlr,cmlr_video_seg24s/s11/20170507/section_4_005.37_007.85.mp4,61, 2963 1408 1148 64 11 507 945 2069 2947 2757 1683
