cmlr,cmlr_video_seg24s/s15/20210326/section6_002.20_005.79.mp4,92, 866 1961 62 28 3227 1088 3196 11 247 2069 227 991 1095 2795
cmlr,cmlr_video_seg24s/s15/20210326/section16_002.68_004.50.mp4,48, 37 2678 805 2746 1195 495 129
cmlr,cmlr_video_seg24s/s15/20210326/section5_036.43_038.82.mp4,62, 1373 269 2455 1852 2038 1095 437 2008 471
cmlr,cmlr_video_seg24s/s15/20210326/section5_003.96_006.75.mp4,73, 469 402 3344 3187 1064 2348 1626 74 70 2508 2844 2016
cmlr,cmlr_video_seg24s/s15/20210326/section12_002.24_004.12.mp4,49, 332 1423 1441 348 953 3151
cmlr,cmlr_video_seg24s/s15/20210326/section12_000.00_002.24.mp4,59, 2174 1121 402 28 466 154 1441 348 2309 821
cmlr,cmlr_video_seg24s/s15/20210326/section5_038.82_042.25.mp4,89, 28 1374 469 371 1225 402 3344 3187 600 259 2069 3227 1706 591 813
cmlr,cmlr_video_seg24s/s15/20210326/section5_031.05_032.96.mp4,49, 2093 70 1975 2730 507 1334 1232
cmlr,cmlr_video_seg24s/s15/20210326/section5_012.19_013.96.mp4,46, 978 78 391 27 16 2318 110 1481
cmlr,cmlr_video_seg24s/s15/20210326/section5_013.96_016.03.mp4,55, 28 402 24 591 3268 3205 469 2516
cmlr,cmlr_video_seg24s/s15/20210326/section16_004.50_006.91.mp4,63, 104 112 2962 1757 240 643 860 11 944 3038 2398 126
cmlr,cmlr_video_seg24s/s15/20210326/section11_000.84_003.33.mp4,64, 28 591 2 2838 3063 2725 398 398 466 154
cmlr,cmlr_video_seg24s/s15/20210326/section13_000.00_002.56.mp4,66, 456 1320 437 688 2725 1045 2758 600 1450 349 507 2672 240
cmlr,cmlr_video_seg24s/s15/20210326/section16_000.00_002.68.mp4,70, 2008 80 978 2754 250 585 2717 2638 507 3223 1726
cmlr,cmlr_video_seg24s/s15/20210326/section22_000.00_001.26.mp4,34, 28 1357 772 943 1040 1121 2415 1472 795 2087
cmlr,cmlr_video_seg24s/s15/20210326/section12_004.12_006.59.mp4,64, 1441 714 2997 2187 24 591 89 1634
cmlr,cmlr_video_seg24s/s15/20210326/section20_002.68_004.51.mp4,48, 600 28 688 953 1320 2016 2725 1064 456
cmlr,cmlr_video_seg24s/s15/20210326/section19_000.00_004.32.mp4,110, 456 2434 466 2754 2390 2069 244 2317 1340 2751 14 3264 1912 1169 3348 3179 1079
cmlr,cmlr_video_seg24s/s15/20210326/section24_000.00_002.18.mp4,57, 9 3230 1481 2098 2 2331 2434 1320 1045 2744
cmlr,cmlr_video_seg24s/s15/20210326/section5_032.96_036.43.mp4,90, 600 591 3167 507 603 383 65 349 28 821 308 3047 466
cmlr,cmlr_video_seg24s/s15/20210326/section21_001.15_003.33.mp4,57, 2774 1912 241 1423 866 1961 62
cmlr,cmlr_video_seg24s/s15/20210326/section5_016.03_018.92.mp4,75, 132 2348 434 2795 418 39 993 2527
cmlr,cmlr_video_seg24s/s15/20210326/section21_003.33_005.63.mp4,60, 110 56 2960 945 469 1040 34 1529 1033 2069 237 28 688
cmlr,cmlr_video_seg24s/s15/20210326/section7_001.26_003.81.mp4,66, 1121 469 1626 74 1064 2348 2 3009 353 344
cmlr,cmlr_video_seg24s/s15/20210326/section15_000.00_003.20.mp4,83, 2963 24 685 237 457 780 56 1346 2454 28 688 805 2746 585 2872 2964
cmlr,cmlr_video_seg24s/s15/20210326/section5_009.50_012.19.mp4,70, 56 2960 945 600 2844 2016 28 1234 299
cmlr,cmlr_video_seg24s/s15/20210326/section23_000.00_004.09.mp4,105, 7 946 1481 165 1683 3063 300 3348 1079 359 344 2069 29 2142 1148 1495
cmlr,cmlr_video_seg24s/s15/20210326/section11_003.33_006.44.mp4,80, 1334 1232 3227 1706 591 813 802 1961 437 866 1249 249
cmlr,cmlr_video_seg24s/s15/20210326/section5_022.62_024.67.mp4,54, 1340 1676 70 182 1383 2077 1757 374
cmlr,cmlr_video_seg24s/s15/20210326/section9_000.00_003.43.mp4,89, 28 3227 506 2959 247 469 150 205 299 2209 1488 2825 1951
