icslr,icslr_video_seg24s/main/PID0001/0001.mp4,77, 175 159
icslr,icslr_video_seg24s/main/PID0001/0002.mp4,77, 24 696
icslr,icslr_video_seg24s/main/PID0001/0003.mp4,77, 440 624
icslr,icslr_video_seg24s/main/PID0001/0005.mp4,77, 626 63
icslr,icslr_video_seg24s/main/PID0001/0007.mp4,77, 321 290
icslr,icslr_video_seg24s/main/PID0001/0008.mp4,77, 115 435
icslr,icslr_video_seg24s/main/PID0001/0009.mp4,77, 202 29
icslr,icslr_video_seg24s/main/PID0001/0010.mp4,77, 358 277
icslr,icslr_video_seg24s/main/PID0001/0011.mp4,77, 463 474
icslr,icslr_video_seg24s/main/PID0001/0012.mp4,77, 613 129
icslr,icslr_video_seg24s/main/PID0001/0013.mp4,77, 80 630
icslr,icslr_video_seg24s/main/PID0001/0014.mp4,77, 500 411
icslr,icslr_video_seg24s/main/PID0001/0015.mp4,77, 209 704
icslr,icslr_video_seg24s/main/PID0001/0016.mp4,77, 697 182
icslr,icslr_video_seg24s/main/PID0001/0017.mp4,77, 209 458
icslr,icslr_video_seg24s/main/PID0001/0018.mp4,77, 500 242
icslr,icslr_video_seg24s/main/PID0001/0019.mp4,77, 256 523
icslr,icslr_video_seg24s/main/PID0001/0020.mp4,77, 582 488
icslr,icslr_video_seg24s/main/PID0001/0021.mp4,77, 487 214
icslr,icslr_video_seg24s/main/PID0001/0022.mp4,77, 326 423
icslr,icslr_video_seg24s/main/PID0001/0023.mp4,77, 581 470
icslr,icslr_video_seg24s/main/PID0001/0024.mp4,77, 537 271
icslr,icslr_video_seg24s/main/PID0001/0025.mp4,77, 533 29
icslr,icslr_video_seg24s/main/PID0001/0026.mp4,77, 538 29
icslr,icslr_video_seg24s/main/PID0001/0027.mp4,77, 260 623
icslr,icslr_video_seg24s/main/PID0001/0028.mp4,77, 138 283
icslr,icslr_video_seg24s/main/PID0001/0029.mp4,77, 158 467
icslr,icslr_video_seg24s/main/PID0001/0030.mp4,77, 601 75
icslr,icslr_video_seg24s/main/PID0001/0032.mp4,77, 370 561
icslr,icslr_video_seg24s/main/PID0001/0033.mp4,77, 60 364
icslr,icslr_video_seg24s/main/PID0001/0034.mp4,77, 645 315
icslr,icslr_video_seg24s/main/PID0001/0035.mp4,77, 209 719
icslr,icslr_video_seg24s/main/PID0001/0036.mp4,77, 51 304
icslr,icslr_video_seg24s/main/PID0001/0037.mp4,77, 315 38
